service_number,customer_name,date_key,amount,kurs,inner_group,subgroup,subgroup1,product_name,partner,type
R2201364,PT MELON INDONESIA,202201,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201364,PT MELON INDONESIA,202202,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201364,PT MELON INDONESIA,202203,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201364,PT MELON INDONESIA,202204,-5412000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201364,PT MELON INDONESIA,202205,-16236000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201364,PT MELON INDONESIA,202206,-21648000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201364,PT MELON INDONESIA,202207,-142745385,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201364,PT MELON INDONESIA,202208,-162555899,IDR,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2300287,Telkom DIT,202210,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300287,Telkom DIT,202211,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300287,Telkom DIT,202212,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300787,Bank Mandiri,202201,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202202,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202203,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202204,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202205,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202206,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202207,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202208,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202209,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202210,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202211,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300787,Bank Mandiri,202212,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202201,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202202,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202203,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202204,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202205,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202206,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202207,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202208,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202209,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202210,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202211,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300835,PT Asuransi Jiwa IFG,202212,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2201637,PT Asuransi Jiwa IFG,202212,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201785,Telkom DES,202209,-31518.9525865656,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201785,Telkom DES,202212,-30989.6565149604,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201938,PT Asuransi Jiwa IFG,202209,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201938,PT Asuransi Jiwa IFG,202212,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201964,Ruang Guru,202209,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201964,Ruang Guru,202212,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202121,TVRI,202209,0,USD,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2202121,TVRI,202212,0,USD,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2202141,Telkom DDS,202209,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2202141,Telkom DDS,202212,-6657.42835284012,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2300128,Dewan Perwakilan Rakyat,202209,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300128,Dewan Perwakilan Rakyat,202212,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300184,Dewan Perwakilan Rakyat,202209,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300184,Dewan Perwakilan Rakyat,202212,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300518,BSSN,202209,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300518,BSSN,202212,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300683,Kereta Api Indonesia,202209,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300683,Kereta Api Indonesia,202212,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300819,Telkomsel,202209,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300819,Telkomsel,202212,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100344,Badan Kepegawaian Negara,202101,0,USD,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2100344,Badan Kepegawaian Negara,202101,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
E2100029,Ruang Guru,202101,27672.297329611,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
E2100035,Dewan Perwakilan Rakyat,202101,6172.83066782749,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
R2100575,Telkom DIT,202101,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200234,Kereta Api Indonesia,202101,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
E2300986,Pertamina,202303,0,USD,CDN & Security,COE,Direct Cost,Web Performance Akamai,Akamai,YTD
R2201024,Ruang Guru,202101,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2300528,Maybank,202102,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300528,Maybank,202103,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300683,Kereta Api Indonesia,202102,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300683,Kereta Api Indonesia,202103,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300778,BSSN,202102,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300778,BSSN,202103,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
E2200003,Kereta Api Indonesia,202102,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
R1901218,Vidio.com,202102,-101963.296690276,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R1901218,Vidio.com,202103,202008.907863516,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000268,Bank Indonesia,202102,0,USD,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2000268,Bank Indonesia,202103,0,USD,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2000279,Telkom DDS,202102,-5963.56284451273,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000279,Telkom DDS,202103,-8861.22401123544,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
E2200003,Kereta Api Indonesia,202103,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
R2000361,CELAX,202102,-355.821172106965,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2000361,CELAX,202103,-528.71264983505,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
E1600469,ORORI INDONESIA,202206,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
E1600469,ORORI INDONESIA,202211,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
E2200166,Kementrian Kesehatan,202206,232185.778813513,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
E2200166,Kementrian Kesehatan,202211,226654.15290609,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
R1900896,Telkom DGS,202308,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
E2201290,Radio Republik Indonesia,202206,418.485083582063,USD,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2201290,Radio Republik Indonesia,202211,1629.66751491599,USD,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
R2000024,Kompas,202308,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
E2201290,Radio Republik Indonesia,202206,0,USD,CDN & Security,COE,Direct Cost,Web Performance Conversant,Conversant,YTD
E2201290,Radio Republik Indonesia,202211,0,USD,CDN & Security,COE,Direct Cost,Web Performance Conversant,Conversant,YTD
R2000484,Kereta Api Indonesia,202112,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200019,PT MELON INDONESIA,202109,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2200019,PT MELON INDONESIA,202112,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2200204,Pertamina,202109,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000498,Bank Mega,202109,0,USD,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2000498,Bank Mega,202112,0,USD,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2000512,Tempo,202109,21435.390966654,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000512,Tempo,202112,21458.4932374808,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200204,Pertamina,202112,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
E2202536,PT. Kreatif Media Karya (SCTV),202305,0,USD,CDN & Security,COE,Direct Cost,Web Performance Akamai,Akamai,YTD
E2202867,Pertamina,202305,0,USD,CDN & Security,COE,Direct Cost,Web Performance Akamai,Akamai,YTD
R2000514,Telkom DES,202109,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2000514,Telkom DES,202112,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2000122,Telkom DGS,202203,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2000122,Telkom DGS,202207,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2000516,Telkom DES,202109,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2000516,Telkom DES,202112,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100006,Conversant,202109,-862343.275038696,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2100006,Conversant,202112,-1143202.5862231,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202109,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
R2200218,Telkom DIT,202109,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200234,Kereta Api Indonesia,202109,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200234,Kereta Api Indonesia,202112,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201383,Maybank,202109,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201383,Maybank,202112,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200257,Infomedia,202109,0,USD,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200257,Infomedia,202112,0,USD,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R1700659,Maybank,202305,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
E1900298,UseeTV,202109,0.00649106620250285,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
R2201842,Tempo,202109,0,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
E1900298,UseeTV,202112,0.00649806203335093,USD,CDN & Security,COE,Direct Cost,CDN Sales Akamai,Akamai,YTD
R2201415,Kudo Teknologi Indonesia,202109,0,USD,CDN & Security,Revenue,Revenue,CDN (Akamai - Customer Domestik),Akamai,YTD
R2201636,blibli.com,202401,-1422278160,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201636,blibli.com,202402,-2872316160,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201637,PT Asuransi Jiwa IFG,202401,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201637,PT Asuransi Jiwa IFG,202402,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201780,Telkom DIT,202401,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201780,Telkom DIT,202402,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201786,Bio Farma,202401,0,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201786,Bio Farma,202402,0,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201959,Ruang Guru,202401,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201959,Ruang Guru,202402,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2202141,Telkom DDS,202401,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202141,Telkom DDS,202402,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300676,Tempo,202401,-11383200,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300676,Tempo,202402,-22766400,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100520,Telkom DES,202207,-186000000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202208,-186000000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202209,-186000000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202210,-186000000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202211,-186000000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202212,-186000000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100521,Telkom DGS,202201,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2100521,Telkom DGS,202202,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2100521,Telkom DGS,202203,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2100521,Telkom DGS,202204,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2100521,Telkom DGS,202205,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2100179,UseeTV,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100179,UseeTV,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100179,UseeTV,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100268,blibli.com,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100268,blibli.com,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100268,blibli.com,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100317,Bank Indonesia,202304,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R1900896,Telkom DGS,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2100317,Bank Indonesia,202307,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R1900896,Telkom DGS,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2100317,Bank Indonesia,202312,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
E2300822,Ruang Guru,202107,0,USD,CDN & Security,COE,Direct Cost,Web Performance Akamai,Akamai,YTD
R1900896,Telkom DGS,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2000473,Universitas Gadjah Mada,202107,-1046.87600892675,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2000024,Kompas,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
E1900827,Conversant,202107,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
R2201651,blibli.com,202307,-25949.268988214,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100256,Radio Republik Indonesia,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201651,blibli.com,202312,-25627.587754088,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201780,Telkom DIT,202304,49343.0421483856,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100256,Radio Republik Indonesia,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
R2201780,Telkom DIT,202307,49694.582091935,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
E1900827,Conversant,202304,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
R2100256,Radio Republik Indonesia,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Conversant,Conversant,YTD
E1900827,Conversant,202307,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
R2201780,Telkom DIT,202312,49078.5410580249,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
E1900827,Conversant,202312,0,USD,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
R2201784,UseeTV,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201784,UseeTV,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201636,blibli.com,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201784,UseeTV,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201636,blibli.com,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201786,Bio Farma,202304,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201780,Telkom DIT,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201786,Bio Farma,202307,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201780,Telkom DIT,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201786,Bio Farma,202312,0,USD,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2201780,Telkom DIT,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100486,ORORI INDONESIA,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100486,ORORI INDONESIA,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201962,Ruang Guru,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201784,UseeTV,202304,-10544.8576060004,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2201962,Ruang Guru,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201784,UseeTV,202307,-18584.969179886,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100486,ORORI INDONESIA,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201962,Ruang Guru,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202304,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202307,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100520,Telkom DES,202312,0,USD,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202304,-3485.00738762663,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100521,Telkom DGS,202304,0,USD,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2202096,BPJS Ketenagakerjaan,202307,-3509.83600067872,USD,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202145,Kereta Api Indonesia,202402,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202151,Kejaksaan Agung,202401,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202151,Kejaksaan Agung,202402,-80910000,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300004,Telkom DDBT,202401,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300004,Telkom DDBT,202402,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2000024,Kompas,202201,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202202,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202203,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202204,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202205,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202206,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202207,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202208,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202209,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202210,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202211,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000024,Kompas,202212,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2000116,TVRI,202201,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202202,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202203,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202204,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202205,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202206,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202207,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202208,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202209,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202210,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
R2000116,TVRI,202211,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Edgio,Edgio,YTD
